09/09/16 127.24
09/08/16 128.16
09/07/16 128.79
09/06/16 127.4
09/02/16 126.29
09/01/16 124.67
08/31/16 124.73
08/30/16 125.73
08/29/16 126
08/26/16 126.88
08/25/16 125.98
08/24/16 126.92
08/23/16 128.14
08/22/16 127.63
08/19/16 128.08
08/18/16 128.89
08/17/16 128.17
08/16/16 128.12
08/15/16 127.62
08/12/16 129.12
08/11/16 128.61
08/10/16 129.12
08/09/16 127.94
08/08/16 127.29
08/05/16 128.46
08/04/16 130.01
08/03/16 129.95
08/02/16 130.04
08/01/16 128.57
07/29/16 128.42
07/28/16 128.09
07/27/16 126.79
07/26/16 126.09
07/25/16 125.53
07/22/16 126.43
07/21/16 125.66
07/20/16 125.5
07/19/16 126.95
07/18/16 127.02
07/15/16 126.38
07/14/16 126.31
07/13/16 128
07/12/16 128.52
07/11/16 129.49
07/08/16 129.85
07/07/16 129.82
07/06/16 130.5
07/05/16 128.8
07/01/16 127.66
06/30/16 125.95
06/29/16 125.91
06/28/16 125.56
06/27/16 126.44
06/24/16 126.62
06/23/16 120.48
06/22/16 120.83
06/21/16 121.65
06/20/16 122.26
06/17/16 123.26
06/16/16 125.17
06/15/16 122.52
06/14/16 123
06/13/16 122.8
06/10/16 121.55
06/09/16 120.61
06/08/16 120.3
06/07/16 118.5
06/06/16 118.89
06/03/16 118.25
06/02/16 115.78
06/01/16 115.97
05/31/16 115.76
05/27/16 116.27
05/26/16 117.57
05/25/16 116.59
05/24/16 118.17
05/23/16 118.86
05/20/16 120.19
05/19/16 119
05/18/16 121.22
05/17/16 121.58
05/16/16 122.93
05/13/16 121.09
05/12/16 122.02
05/11/16 121.85
05/10/16 120.74
05/09/16 121.2
05/06/16 122.83
05/05/16 122.63
05/04/16 122.85
05/03/16 123.73
05/02/16 123.78
04/29/16 122.43
04/28/16 119.92
04/27/16 118.97
04/26/16 118.79
04/25/16 118.14
04/22/16 118.71
04/21/16 120.42
04/20/16 119.67
04/19/16 119.87
04/18/16 118.53
04/15/16 117.33
04/14/16 118.09
04/13/16 119.37
04/12/16 120.23
04/11/16 119.47
04/08/16 118.07
04/07/16 118.65
04/06/16 116.7
04/05/16 117.76
04/04/16 116.67
04/01/16 116.08
03/31/16 118.161
03/30/16 117.88
03/29/16 117.36
03/28/16 116.73
03/24/16 116.77
03/23/16 116.74
03/22/16 119.73
03/21/16 119
03/18/16 119.59
03/17/16 121.16
03/16/16 117.42
03/15/16 117.78
03/14/16 120.27
03/11/16 121.19
03/10/16 120.5
03/09/16 119.2
03/08/16 121.79
03/07/16 121.18
03/04/16 121.13
03/03/16 118.86
03/02/16 118.34
03/01/16 118.74
02/29/16 117.59
02/26/16 117.43
02/25/16 117.62
02/24/16 119
02/23/16 116.68
02/22/16 115.44
02/19/16 117.26
02/18/16 115.3
02/17/16 115.47
02/16/16 116
02/12/16 118.12
02/11/16 118.59
02/10/16 113.92
02/09/16 114.43
02/08/16 113.67
02/05/16 109.79
02/04/16 110.45
02/03/16 107.91
02/02/16 107.92
02/01/16 107.54
01/29/16 106.61
01/28/16 106.55
01/27/16 106.86
01/26/16 106.32
01/25/16 105.76
01/22/16 104.93
01/21/16 104.99
01/20/16 105.17
01/19/16 104.06
01/15/16 104.92
01/14/16 103.75
01/13/16 103.89
01/12/16 104.09
01/11/16 105.47
01/08/16 105.48
01/07/16 105.83
01/06/16 104.37
01/05/16 103.13
01/04/16 103.13
12/31/15 101.48
12/30/15 101.47
12/29/15 102.52
12/28/15 102.48
12/24/15 102.82
12/23/15 102.4
12/22/15 103.09
12/21/15 102.95
12/18/15 101.35
12/17/15 100.92
12/16/15 102.59
12/15/15 101.71
12/14/15 102.58
12/11/15 101.91
12/10/15 102.51
12/09/15 103.63
12/08/15 103.13
12/07/15 103.32
12/04/15 102.74
12/03/15 101.23
12/02/15 101.35
12/01/15 102.3
11/30/15 101.53
11/27/15 101.01
11/25/15 102.47
11/24/15 103.12
11/23/15 102.48
11/20/15 103.58
11/19/15 103.07
11/18/15 102.39
11/17/15 103.38
11/16/15 103.98
11/13/15 103.54
11/12/15 103.09
11/11/15 104.09
11/10/15 104.09
11/09/15 104.29
11/06/15 104.17
11/05/15 106.01
11/04/15 107.02
11/03/15 107.79
11/02/15 108.64
10/30/15 109.5
10/29/15 110.23
10/28/15 112.68
10/27/15 111.31
10/26/15 111.73
10/23/15 111.81
10/22/15 111.52
10/21/15 112.37
10/20/15 112.38
10/19/15 112.64
10/16/15 113.24
10/15/15 113.2
10/14/15 112.63
10/13/15 111.36
10/12/15 111.67
10/09/15 110.54
10/08/15 109.16
10/07/15 109.75
10/06/15 109.8
10/05/15 109.14
10/02/15 108.54
10/01/15 106.98
09/30/15 106.78
09/29/15 108.24
09/28/15 108.37
09/25/15 109.87
09/24/15 109.67
09/23/15 108.54
09/22/15 107.58
09/21/15 108.49
09/18/15 109.1
09/17/15 107.07
09/16/15 106.6
09/15/15 105.83
09/14/15 105.86
09/11/15 105.65
09/10/15 106.61
09/09/15 106.64
09/08/15 107.6
09/04/15 107.14
09/03/15 107.77
09/02/15 109.01
09/01/15 109.63
08/31/15 108.19
08/28/15 108.17
08/27/15 107.33
08/26/15 107.72
08/25/15 110.01
08/24/15 111.54
08/21/15 110.93
08/20/15 109.81
08/19/15 107.63
08/18/15 106.67
08/17/15 107.37
08/14/15 107.07
08/13/15 106.95
08/12/15 106.99
08/11/15 106.49
08/10/15 105.03
08/07/15 104.56
08/06/15 104.15
08/05/15 104.42
08/04/15 104.56
08/03/15 104.59
07/31/15 105.41
